node,smelly
"{'my.maven.relationship': {'derived_from': 'tosca.relationships.Root', 'artifacts': [{'simple_war': 'binary/myWar.war'}, {'remote_war': {'file': 'alien4cloud:alien4cloud-ui:1.3.0-SM3', 'type': 'tosca.artifacts.Deployment.War', 'repository': 'maven_repo'}}]}}",false
{'my.maven.relationship.extended': {'derived_from': 'my.maven.relationship'}},lazy
{'tosca.relationships.Root': {'description': 'the root type'}},lazy
"{'tosca.relations.DependsOn': {'derived_from': 'tosca.relationships.Root', 'valid_target_types': ['tosca.nodes.Root']}}",false
{'tosca.relations.HostedOn': {'derived_from': 'tosca.relations.DependsOn'}},lazy
{'tosca.relations.ConnectedTo': {'derived_from': 'tosca.relations.DependsOn'}},lazy
{'alien.test.relationships.TestComponentConnectsToChanged': {'derived_from': 'tosca.relationships.DependsOn'}},lazy
"{'fastconnect.relationships.KarDeployedOn': {'valid_sources': ['fastconnect.nodes.Kar'], 'valid_targets': ['fastconnect.nodes.Karaf']}}",false
"{'fastconnect.relationships.OsgiBundleDeployedOn': {'valid_sources': ['fastconnect.nodes.OsgiBundle'], 'valid_targets': ['fastconnect.nodes.Karaf', 'fastconnect.nodes.Equinox']}}",false
{'tosca.relations.depends_on': {'valid_target': 'tosca.nodes.root'}},false
{'tosca.relations.hosted_on': {'derived_from': 'tosca.relations.depends_on'}},lazy
{'tosca.relations.connected_to': {'derived_from': 'tosca.relations.depends_on'}},lazy
{'org.alien4cloud.relationships.test.MyRelationship': {'derived_from': 'tosca.relationships.Root'}},lazy
"{'alien.test.relationships.DependsOnJVM': {'derived_from': 'tosca.relationships.DependsOn', 'properties': {'context': {'type': 'string', 'required': False}}}}",false
{'alien.test.relationships.HostedOnAppServer': {'derived_from': 'tosca.relationships.HostedOn'}},lazy
"{'my.http.relationship': {'derived_from': 'tosca.relationships.Root', 'interfaces': {'Configure': {'create': 'https://otherCompany/script/short_notation.sh', 'start': {'inputs': {'TOTO': 'tata', 'TITI': 'tutu'}, 'implementation': {'file': 'myScript.abc', 'repository': 'script_repo', 'type': 'tosca.artifacts.Implementation.Bash'}}}}}}",false
{'my.http.relationship.extended': {'derived_from': 'my.http.relationship'}},lazy
"{'tosca.relationships.DependsOn': {'derived_from': 'tosca.relationships.Root', 'description': 'A generic depends on relationship.\n', 'valid_sources': ['tosca.capabilities.Feature'], 'valid_targets': ['tosca.capabilities.Feature']}}",false
"{'tosca.relationships.HostedOn': {'derived_from': 'tosca.relationships.DependsOn', 'description': 'Relationship to use to describe that the source is hosted (installed/ deployed) on the target node.', 'valid_sources': ['tosca.capabilities.Container'], 'valid_targets': ['tosca.capabilities.Container']}}",false
"{'tosca.relationships.ConnectsTo': {'derived_from': 'tosca.relationships.DependsOn', 'valid_sources': ['tosca.capabilities.Endpoint'], 'valid_targets': ['tosca.capabilities.Endpoint']}}",false
{'alien.test.relationships.DependsOnJVM': {'derived_from': 'tosca.relationships.DependsOn'}},lazy
"{'alien.test.SoftwareHostedOnCompute': {'derived_from': 'tosca.relationships.HostedOn', 'properties': {'install_dir': {'type': 'string'}}}}",false
"{'alien.test.MyRelationshipDerivedFromNothing': {'valid_target_types': ['alien.test.MyCapabilityTypeDerivedFromNothing'], 'interfaces': {'Configure': {'pre_configure_source': 'scripts/myscript.sh'}}}}",false
"{'org.alien4cloud.test.functions.relationships.WarHostedOnTomcat': {'derived_from': 'tosca.relationships.HostedOn', 'description': 'Relationship that allows to deploy a war on tomcat.', 'valid_target_types': ['org.alien4cloud.capabilities.WarHosting'], 'properties': {'relName': {'type': 'string'}}, 'interfaces': {'configure': {'post_configure_source': {'inputs': {'contextPath': {'get_property': ['SOURCE', 'context_path']}, 'propFromSourceCompute': {'get_property': ['SOURCE', 'customHostName']}, 'tomcatVersion': {'get_property': ['TARGET', 'component_version']}, 'propFromTargetCompute': {'get_property': ['TARGET', 'customHostName']}, 'tomcatIp': {'get_attribute': ['TARGET', 'ip_address']}, 'warNodeContext': {'get_attribute': ['SOURCE', 'warNodeContext']}, 'relName': {'get_property': ['SELF', 'relName']}, 'valid_node_types': {'get_property': ['TARGET', 'war_host', 'valid_node_types']}, 'bad_valid_node_types': {'get_property': ['SELF', 'war_host', 'valid_node_types']}, 'null_capa_prop1': {'get_property': ['TARGET', 'war_hosttt', 'valid_node_types']}, 'null_capa_prop2': {'get_property': ['TARGET', 'war_host', 'valid_node_typesss']}}, 'implementation': 'scripts/dummy.sh'}}}}}",false
"{'org.alien4cloud.test.relationships.HostedOn': {'derived_from': 'tosca.relationships.HostedOn', 'interfaces': {'configure': {'post_configure_source': {'inputs': {'CUSTOM_HOSTNAME': {'get_property': ['TARGET', 'customHostName']}, 'NAME': {'get_property': ['SOURCE', 'name']}, 'COMPUTE_IP': {'get_attribute': ['TARGET', 'ip_address']}}, 'implementation': 'scripts/dummy.sh'}}}}}",false
"{'org.alien4cloud.test.relationships.TestTrigger': {'derived_from': 'tosca.relationships.DependsOn', 'valid_target_types': ['org.alien4cloud.test.TestCompute'], 'interfaces': {'configure': {'post_configure_source': {'inputs': {'SOURCE_IP': {'get_attribute': ['SOURCE', 'ip_address']}, 'TARGET_IP': {'get_attribute': ['TARGET', 'ip_address']}}, 'implementation': 'scripts/dummy.sh'}, 'post_configure_target': {'inputs': {'SOURCE_IP': {'get_attribute': ['SOURCE', 'ip_address']}, 'TARGET_IP': {'get_attribute': ['TARGET', 'ip_address']}}, 'implementation': 'scripts/dummy.sh'}, 'add_target': {'inputs': {'MY_HOSTNAME': {'get_property': ['TARGET', 'customHostName']}, 'SOURCE_HOSTNAME': {'get_property': ['SOURCE', 'customHostName']}, 'MY_IP': {'get_attribute': ['TARGET', 'ip_address']}, 'SOURCE_IP': {'get_attribute': ['SOURCE', 'ip_address']}}, 'implementation': 'scripts/dummy.sh'}, 'add_source': {'inputs': {'MY_HOSTNAME': {'get_property': ['SOURCE', 'customHostName']}, 'TARGET_HOSTNAME': {'get_property': ['TARGET', 'customHostName']}, 'MY_IP': {'get_attribute': ['SOURCE', 'ip_address']}, 'TARGET_IP': {'get_attribute': ['TARGET', 'ip_address']}}, 'implementation': 'scripts/dummy.sh'}, 'remove_target': {'inputs': {'MY_HOSTNAME': {'get_property': ['TARGET', 'customHostName']}, 'SOURCE_HOSTNAME': {'get_property': ['SOURCE', 'customHostName']}, 'MY_IP': {'get_attribute': ['TARGET', 'ip_address']}, 'SOURCE_IP': {'get_attribute': ['SOURCE', 'ip_address']}}, 'implementation': 'scripts/dummy.sh'}, 'remove_source': {'inputs': {'MY_HOSTNAME': {'get_property': ['SOURCE', 'customHostName']}, 'TARGET_HOSTNAME': {'get_property': ['TARGET', 'customHostName']}, 'MY_IP': {'get_attribute': ['SOURCE', 'ip_address']}, 'TARGET_IP': {'get_attribute': ['TARGET', 'ip_address']}}, 'implementation': 'scripts/dummy.sh'}}}}}",true
"{'org.alien4cloud.test.relationships.DependsOnGetIpTest': {'derived_from': 'tosca.relationships.DependsOn', 'interfaces': {'configure': {'post_configure_source': {'inputs': {'SOURCE_IP': {'get_attribute': ['SOURCE', 'ip_address']}}, 'implementation': 'scripts/dummy.sh'}}}}}",false
"{'tosca.relationships.DependsOn': {'derived_from': 'tosca.relationships.Root', 'description': 'A generic depends on relationship.\n', 'valid_targets': ['tosca.capabilities.Feature']}}",false
"{'alien.relationships.LinuxPartition': {'derived_from': 'tosca.relationships.DependsOn', 'description': 'Connets a FileSystem to a Volume.', 'attributes': {'partition_name': {'get_operation_output': ['SELF', 'Configure', 'pre_configure_source', 'PARTITION_NAME']}}, 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'DEVICE': {'get_attribute': ['TARGET', 'device']}}, 'implementation': 'scripts/parted.sh'}, 'post_configure_source': {'inputs': {'FS_TYPE': {'get_property': ['SOURCE', 'fs_type']}, 'PARTITION_NAME': {'get_attribute': ['SOURCE', 'partition_name']}}, 'implementation': 'scripts/mkfs.sh'}}}}}",false
"{'tosca.relationships.Root': {'description': 'The TOSCA root Relationship Type all other TOSCA base Relationship Types derive from', 'attributes': {'tosca_id': {'type': 'string', 'description': 'A unique identifier of the realized instance of a Relationship Template that derives from any TOSCA normative type.'}, 'tosca_name': {'type': 'string', 'description': 'This attribute reflects the name of the Relationship Template as defined in the TOSCA service template. This name is not unique to the realized instance model of corresponding deployed application as each template in the model can result in one or more instances (e.g., scaled) when orchestrated to a provider environment.\n'}, 'state': {'type': 'string', 'description': 'The state of the relationship instance.', 'default': 'initial'}}, 'interfaces': {'tosca.interfaces.relationship.Configure': {'description': 'The lifecycle interfaces define the essential, normative operations that each TOSCA Relationship Types may support.\n', 'pre_configure_source': {'description': 'Operation to pre-configure the source endpoint.'}, 'pre_configure_target': {'description': 'Operation to pre-configure the target endpoint.'}, 'post_configure_source': {'description': 'Operation to post-configure the source endpoint.'}, 'post_configure_target': {'description': 'Operation to post-configure the target endpoint.'}, 'add_target': {'description': 'Operation to notify the source node of a target node being added via a relationship.'}, 'add_source': {'description': 'Operation to notify the target node of a source node which is now available via a relationship.'}, 'remove_target': {'description': 'Operation to notify the source node of a target node being removed from a relationship.'}, 'remove_source': {'description': 'Operation to notify the target node of a source node being removed from a relationship.'}, 'target_changed': {'description': 'Operation to notify source some property or attribute of the target changed'}, 'source_changed': {'description': 'Operation to notify target some property or attribute of the source'}}}}}",false
"{'tosca.relationships.AttachTo': {'derived_from': 'tosca.relationships.Root', 'valid_target_types': ['tosca.capabilities.Attachment']}}",false
"{'tosca.relationships.Root': {'description': 'The TOSCA root Relationship Type all other TOSCA base Relationship Types derive from', 'attributes': {'tosca_id': {'type': 'string', 'description': 'A unique identifier of the realized instance of a Relationship Template that derives from any TOSCA normative type.'}, 'tosca_name': {'type': 'string', 'description': 'This attribute reflects the name of the Relationship Template as defined in the TOSCA service template. This name is not unique to the realized instance model of corresponding deployed application as each template in the model can result in one or more instances (e.g., scaled) when orchestrated to a provider environment.\n'}, 'state': {'type': 'string', 'description': 'The state of the relationship instance.', 'default': 'initial'}}, 'interfaces': {'Configure': {'type': 'tosca.interfaces.relationship.Configure'}}}}",false
"{'tosca.relationships.NodecellarHostedOnNodejs': {'derived_from': 'tosca.relationships.HostedOn', 'description': 'Relationship use to describe that the website is deployed on the target nodejs server.', 'valid_target_types': ['tosca.capabilities.Container']}}",false
"{'tosca.relationships.NodejsConnectToMongo': {'derived_from': 'tosca.relationships.ConnectsTo', 'description': 'Relationship use to connect nodejs with a mongodb databse', 'valid_target_types': ['tosca.capabilities.Endpoint.Database'], 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'DB_IP': {'get_attribute': ['TARGET', 'ip_address']}, 'DB_PORT': {'get_property': ['TARGET', 'port']}, 'NODECELLAR_PORT': {'get_property': ['SOURCE', 'port']}}, 'implementation': 'scripts/set-mongo-url.sh'}}}}}",false
"{'my.types.WordpressDbConnection': {'derived_from': 'tosca.relationships.ConnectsTo', 'interfaces': {'Configure': {'pre_configure_source': 'scripts/wp_db_configure.sh'}}}}",false
{'MyCustomAttachesTo': {'derived_from': 'tosca.relationships.AttachesTo'}},lazy
"{'org.alien4cloud.extended.container.relationships.HostedOnContainerRuntime': {'derived_from': 'tosca.relationships.HostedOn', 'valid_target_types': ['org.alien4cloud.extended.container.capabilities.ApplicationHost']}}",false
"{'org.alien4cloud.relationships.MountDockerVolume': {'derived_from': 'tosca.relationships.AttachTo', 'valid_target_types': ['org.alien4cloud.capabilities.DockerVolumeAttachment'], 'properties': {'container_path': {'type': 'string', 'required': True, 'description': 'Specifies where the volume is mounted inside the container.'}}}}",false
"{'openstack.relationships.ConnectsTo': {'description': 'ConnectsTo relationship.', 'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['openstack.capabilities.Endpoint']}}",false
"{'tosca.relationships.Root': {'description': 'The TOSCA root Relationship Type all other TOSCA base Relationship Types derive from', 'attributes': {'tosca_id': {'type': 'string'}, 'tosca_name': {'type': 'string'}}, 'interfaces': {'Configure': {'type': 'tosca.interfaces.relationship.Configure'}}}}",false
{'type': 'object'},lazy
{'additionalProperties': {'$ref': '#/definitions/relationship_type'}},lazy
"{'org.ystia.python.pub.relationships.HostedOnPythonRuntime': {'derived_from': 'org.ystia.relationships.HostedOn', 'description': 'Relationship between a Python SoftwareComponent and its RunOnPVM', 'valid_target_types': ['org.ystia.python.pub.capabilities.PythonHosting']}}",false
"{'org.ystia.yorc.alien4cloud.relationships.ConnectsToYorc': {'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['org.ystia.yorc.pub.capabilities.YorcRestAPI'], 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'yorc_address_ha': {'get_property': ['SOURCE', 'yorc_address_ha']}, 'yorc_url_ha': {'concat': [{'get_property': ['TARGET', 'rest', 'protocol']}, '://', {'get_property': ['SOURCE', 'yorc_address_ha']}, ':', {'get_property': ['TARGET', 'rest', 'port']}]}, 'yorc_url': {'concat': [{'get_property': ['TARGET', 'rest', 'protocol']}, '://', {'get_attribute': ['TARGET', 'rest', 'ip_address']}, ':', {'get_property': ['TARGET', 'rest', 'port']}]}, 'ca_pem': {'get_property': ['TARGET', 'ca_pem']}, 'ca_key': {'get_property': ['TARGET', 'ca_key']}, 'ca_passphrase': {'get_property': ['TARGET', 'ca_passphrase']}}, 'implementation': 'playbook/connect_yorc.yml'}}}}}",false
