type,smelly
"{'org.ystia.yorc.linux.ansible.nodes.YorcServer': {'derived_from': 'org.ystia.yorc.pub.nodes.YorcServer', 'description': 'Yorc server instance', 'interfaces': {'Standard': {'inputs': {'CONFIG_DIR': {'get_property': ['SELF', 'config_dir']}, 'INSTALL_DIR': {'get_property': ['SELF', 'install_dir']}, 'DATA_DIR': {'get_property': ['SELF', 'data_dir']}}, 'create': {'inputs': {'DOWNLOAD_URL': {'get_property': ['SELF', 'download_url']}}, 'implementation': 'playbooks/create.yml'}, 'configure': {'inputs': {'REST_API_PORT': {'get_property': ['SELF', 'rest', 'port']}, 'REST_API_PROTOCOL': {'get_property': ['SELF', 'rest', 'protocol']}, 'IP_ADDRESS': {'get_attribute': ['HOST', 'private_address']}, 'PUBLIC_ADDRESS': {'get_attribute': ['HOST', 'public_address']}, 'SSH_KEY': {'get_property': ['SELF', 'private_key_content']}, 'CA_PEM': {'get_property': ['SELF', 'ca_pem']}, 'CA_KEY': {'get_property': ['SELF', 'ca_key']}, 'CA_PASSPHRASE': {'get_property': ['SELF', 'ca_passphrase']}, 'RESOURCES_PREFIX': {'get_property': ['SELF', 'resources_prefix']}}, 'implementation': 'playbooks/configure.yml'}, 'start': 'playbooks/start.yml', 'stop': 'playbooks/stop.yml', 'delete': 'playbooks/delete.yml'}}, 'requirements': [{'consul': {'capability': 'org.alien4cloud.consul.pub.capabilities.ConsulAgent', 'relationship': 'org.ystia.yorc.linux.ansible.relationships.JoinConsulAgent', 'occurrences': [1, 1]}}, {'vault': {'capability': 'org.alien4cloud.vault.pub.capabilities.VaultServer', 'relationship': 'org.ystia.yorc.linux.ansible.relationships.ConnectsToVaultServer', 'occurrences': [0, 1]}}, {'work_directory': {'capability': 'tosca.capabilities.Node', 'relationship': 'org.ystia.yorc.linux.ansible.relationships.DependsOnFilessystem', 'occurrences': [0, 1]}}, {'terraform': {'capability': 'tosca.capabilities.Node', 'relationship': 'org.ystia.yorc.linux.ansible.relationships.DependsOnTerraformRuntime', 'occurrences': [1, 1]}}]}}",0
"{'org.ystia.elasticsearch.pub.nodes.AbstractElasticSearch': {'derived_from': 'org.ystia.consul.pub.nodes.ConsulUser', 'abstract': True, 'tags': {'icon': '/images/elasticsearch-icon.png'}, 'attributes': {'api': {'type': 'string'}}, 'capabilities': {'search_resource': 'org.ystia.elasticsearch.pub.capabilities.SearchEndpoint'}}}",0
"{'org.ystia.samples.dummylogs.linux.bash.nodes.DummyLogsDashboard': {'derived_from': 'org.ystia.kibana.linux.bash.nodes.KibanaDashboard', 'description': 'The dashboard element hosted on Kibana for the DummyLogs Sample', 'artifacts': [{'dashboard_file': {'file': 'dashboards/kdb_DummyLogs.json', 'type': 'org.ystia.kibana.pub.artifacts.Dashboard'}}]}}",0
"{'org.ystia.samples.dummylogs.linux.bash.nodes.DummyLogsGenerator': {'derived_from': 'org.ystia.nodes.SoftwareComponent', 'description': 'Installation of the DummyLogs Sample logs Generator', 'tags': {'icon': '/images/log.png'}, 'properties': {'component_version': {'type': 'version', 'description': 'The installed DummyLogsGenerator version', 'default': '1.4.0', 'constraints': [{'equal': '1.4.0'}]}, 'log_path': {'type': 'string', 'required': True, 'default': '/tmp/dummy.log'}, 'total_logs_nb': {'type': 'integer', 'required': True, 'default': 2147483647}, 'delay_s': {'type': 'float', 'required': True, 'default': 1}}, 'interfaces': {'Standard': {'create': 'scripts/dummylogs_install.sh', 'start': {'inputs': {'LOG_PATH': {'get_property': ['SELF', 'log_path']}, 'TOTAL_LOGS_NB': {'get_property': ['SELF', 'total_logs_nb']}, 'DELAY_S': {'get_property': ['SELF', 'delay_s']}}, 'implementation': 'scripts/logs_generator_start.sh'}, 'stop': {'implementation': 'scripts/logs_generator_stop.sh'}, 'delete': {'inputs': {'LOG_PATH': {'get_property': ['SELF', 'log_path']}}, 'implementation': 'scripts/dummylogs_delete.sh'}}}, 'artifacts': [{'scripts': {'type': 'tosca.artifacts.File', 'file': 'scripts'}}]}}",0
"{'org.ystia.ansible.pub.nodes.AnsibleRuntime': {'derived_from': 'tosca.nodes.SoftwareComponent', 'abstract': True, 'tags': {'icon': 'ansible.png'}, 'properties': {'component_version': {'type': 'version', 'required': True, 'default': '2.10.0'}, 'extra_package_repository_url': {'description': 'URL of package indexes where to find the ansible package, instead of the default Python Package repository', 'type': 'string', 'required': False}}}}",0
"{'org.ystia.cloudera.linux.bash.nodes.ClouderaServer': {'derived_from': 'org.ystia.consul.pub.nodes.ConsulUser', 'description': 'Cloudera Manager Server (including the embedded PostgreSQL database).', 'tags': {'icon': '/images/cloudera-icon.png'}, 'attributes': {'url': {'concat': ['http://', {'get_attribute': ['HOST', 'public_ip_address']}, ':7180/']}}, 'properties': {'component_version': {'type': 'version', 'description': 'Version of Cloudera Manager Server component', 'default': '5.14.1', 'constraints': [{'equal': '5.14.1'}]}, 'cloudera_manager_repository': {'type': 'string', 'default': 'https://archive.cloudera.com/cm5/redhat/7/x86_64/cm/5.14.1/', 'description': ""This property give the opportunity to specify an alternative download repository for Cloudera Manager Server.\nBy default, the value is 'https://archive.cloudera.com/cm5/redhat/7/x86_64/cm/5.14.1/'.\n"", 'required': False, 'constraints': [{'pattern': '^(http|https|ftp)://.+/.*$'}]}, 'ntp_server': {'type': 'string', 'description': ""The hostname on an NTP server. By default, the valueis 'fr.pool.ntp.org'.\n"", 'default': 'fr.pool.ntp.org', 'required': False}}, 'capabilities': {'cloudera_server_endpoint': 'org.ystia.cloudera.pub.capabilities.ClouderaServerEndpoint'}, 'interfaces': {'Standard': {'create': {'inputs': {'CLOUDERA_MANAGER_REPO': {'get_property': ['SELF', 'cloudera_manager_repository']}, 'NTP_SERVER': {'get_property': ['SELF', 'ntp_server']}}, 'implementation': 'scripts/clouderamanager_install.sh'}, 'configure': {'implementation': 'scripts/clouderamanager_config.sh'}, 'start': {'implementation': 'scripts/clouderamanager_start.sh'}, 'stop': {'implementation': 'scripts/clouderamanager_stop.sh'}}}, 'artifacts': [{'data': {'type': 'tosca.artifacts.File', 'file': 'data'}}, {'scripts': {'type': 'tosca.artifacts.File', 'file': 'scripts'}}]}}",0
"{'org.ystia.cloudera.linux.bash.nodes.ClouderAgent': {'derived_from': 'org.ystia.consul.pub.nodes.ConsulUser', 'description': 'Cloudera Manager Agent (including Cloudera Distribution Hadoop CDH).', 'tags': {'icon': '/images/cloudera-icon.png'}, 'properties': {'component_version': {'type': 'version', 'description': 'Version of Cloudera Manager Agent component', 'default': '5.14.1', 'constraints': [{'equal': '5.14.1'}]}, 'cdh_version': {'type': 'version', 'description': 'Version of Cloudera Distribution Hadoop (CDH).', 'default': '5.14.0', 'constraints': [{'equal': '5.14.0'}]}, 'cloudera_manager_repository': {'type': 'string', 'default': 'https://archive.cloudera.com/cm5/redhat/7/x86_64/cm/5.14.1/', 'description': ""This property give the opportunity to specify an alternative download repository for Cloudera Manager Server.\nBy default, the value is 'https://archive.cloudera.com/cm5/redhat/7/x86_64/cm/5.14.1/'.\n"", 'required': False, 'constraints': [{'pattern': '^(http|https|ftp)://.+/.*$'}]}, 'cdh_repository': {'type': 'string', 'default': 'https://archive.cloudera.com/cdh5/redhat/7/x86_64/cdh/5/', 'description': ""This property give the opportunity to specify an alternative download repository for Cloudera Distribution Hadoop (CDH).\nIf you do not specify any value, it's set as 'https://archive.cloudera.com/cdh5/redhat/7/x86_64/cdh/5/'.\n"", 'required': False, 'constraints': [{'pattern': '^(http|https|ftp)://.+/.*$'}]}, 'cdh_kafka_repository': {'type': 'string', 'default': 'http://archive.cloudera.com/kafka/redhat/7/x86_64/kafka/3.0.0/', 'description': ""This property give the opportunity to specify an alternative download repository for Kafka Cloudera Distribution Hadoop (CDH).\nIf you do not specify any value, it's set as 'http://archive.cloudera.com/kafka/redhat/7/x86_64/kafka/3.0.0/'.\n"", 'required': False, 'constraints': [{'pattern': '^(http|https|ftp)://.+/.*$'}]}, 'ntp_server': {'type': 'string', 'description': ""The hostname on an NTP server. By default, the valueis 'fr.pool.ntp.org'.\n"", 'default': 'fr.pool.ntp.org', 'required': False}}, 'requirements': [{'server_endpoint': {'capability': 'org.ystia.cloudera.pub.capabilities.ClouderaServerEndpoint', 'relationship': 'org.ystia.cloudera.linux.bash.relationships.ClouderaAgentConnectsToClouderaServer', 'occurrences': [1, 1]}}], 'interfaces': {'Standard': {'create': {'inputs': {'CDH_REPO': {'get_property': ['SELF', 'cdh_repository']}, 'KAFKA_REPO': {'get_property': ['SELF', 'cdh_kafka_repository']}, 'CLOUDERA_MANAGER_REPO': {'get_property': ['SELF', 'cloudera_manager_repository']}, 'NTP_SERVER': {'get_property': ['SELF', 'ntp_server']}}, 'implementation': 'scripts/clouderaagent_install.sh'}, 'start': {'implementation': 'scripts/clouderaagent_start.sh'}, 'stop': {'implementation': 'scripts/clouderaagent_stop.sh'}}}, 'artifacts': [{'data': {'type': 'tosca.artifacts.File', 'file': 'data'}}, {'scripts': {'type': 'tosca.artifacts.File', 'file': 'scripts'}}]}}",0
"{'org.ystia.samples.hybrid-demo.cost-computing-dashboard.nodes.CostComputingJobDashboard': {'derived_from': 'org.ystia.kibana.linux.bash.nodes.KibanaDashboard', 'description': 'The dashboard element hosted on Kibana for the Apache log generator sample cost computing part', 'artifacts': [{'dashboard_file': {'file': 'dashboards/cost_computing_dashboard.json', 'type': 'org.ystia.kibana.pub.artifacts.Dashboard'}}]}}",0
"{'org.ystia.beats.linux.bash.nodes.Beat': {'abstract': True, 'derived_from': 'org.ystia.consul.pub.nodes.ConsulUser', 'description': 'Abstract Component for supporting common operations on Beats', 'tags': {'icon': '/images/beats-icon.png'}, 'properties': {'component_version': {'type': 'version', 'description': 'Version of the embedded Beat components', 'default': '6.2.2', 'constraints': [{'valid_values': ['5.6.8', '6.2.2']}]}, 'debug': {'type': 'boolean', 'default': False, 'description': 'Enable debug logs for this beat'}}, 'requirements': [{'search_endpoint': {'capability': 'org.ystia.elasticsearch.pub.capabilities.SearchEndpoint', 'relationship': 'org.ystia.beats.linux.bash.relationships.ConnectsBeatToES', 'occurrences': [0, 1]}}, {'logstash_endpoint': {'capability': 'org.ystia.logstash.pub.capabilities.LogstashEndpoint', 'relationship': 'org.ystia.beats.linux.bash.relationships.ConnectsBeatToLS', 'occurrences': [0, 1]}}], 'interfaces': {'Standard': {'create': {'inputs': {'REPOSITORY': {'get_property': ['SELF', 'repository']}, 'BT_VERSION': {'get_property': ['SELF', 'component_version']}, 'DEBUG_LOGS': {'get_property': ['SELF', 'debug']}}, 'implementation': 'scripts/install_beat.sh'}, 'start': 'scripts/start_beat.sh', 'stop': 'scripts/stop_beat.sh', 'delete': {'inputs': {'BT_VERSION': {'get_property': ['SELF', 'component_version']}}, 'implementation': 'scripts/delete_beat.sh'}}}}}",0
"{'org.ystia.beats.linux.bash.nodes.FileBeat': {'derived_from': 'org.ystia.beats.linux.bash.nodes.Beat', 'description': 'A FileBeat ships content of files (typically log files)', 'tags': {'icon': '/images/file-icon.png'}, 'properties': {'repository': {'type': 'string', 'description': 'This property give the opportunity to specify an alternative download repository for this component artifacts.  It is your responsibility to provide an accessible download url and to store required artifacts on it. You should specify only the base repository url. Artifacts names will be appended to it, so this property could be shared among several components using the inputs feature.\n', 'required': True, 'default': 'https://artifacts.elastic.co/downloads/beats/filebeat', 'constraints': [{'pattern': '^(http|https|ftp)://.+/.*$'}]}, 'files': {'type': 'string', 'description': 'A coma separated list of files to beat', 'default': '/var/log/*.log'}}, 'interfaces': {'Standard': {'configure': {'inputs': {'FILES': {'get_property': ['SELF', 'files']}}, 'implementation': 'scripts/configure_filebeat.sh'}}}, 'artifacts': [{'scripts': {'type': 'tosca.artifacts.File', 'file': 'scripts'}}, {'beat_v5_config': {'file': 'configs/v5/filebeat.yml', 'type': 'tosca.artifacts.File'}}, {'beat_v6_config': {'file': 'configs/v6/filebeat.yml', 'type': 'tosca.artifacts.File'}}]}}",0
"{'org.ystia.beats.linux.bash.nodes.MetricBeat': {'derived_from': 'org.ystia.beats.linux.bash.nodes.Beat', 'description': 'A MetricBeat ships information about process/system/filesystem', 'tags': {'icon': '/images/metric-icon.png'}, 'properties': {'repository': {'type': 'string', 'description': 'This property give the opportunity to specify an alternative download repository for this component artifacts.  It is your responsibility to provide an accessible download url and to store required artifacts on it. You should specify only the base repository url. Artifacts names will be appended to it, so this property could be shared among several components using the inputs feature.\n', 'required': True, 'default': 'https://artifacts.elastic.co/downloads/beats/metricbeat', 'constraints': [{'pattern': '^(http|https|ftp)://.+/.*$'}]}, 'period': {'type': 'integer', 'default': 10, 'description': 'In seconds, defines how often to read server statistics'}}, 'interfaces': {'Standard': {'configure': {'inputs': {'PERIOD': {'get_property': ['SELF', 'period']}}, 'implementation': 'scripts/configure_metricbeat.sh'}}}, 'artifacts': [{'scripts': {'type': 'tosca.artifacts.File', 'file': 'scripts'}}, {'beat_v5_config': {'file': 'configs/v5/metricbeat.yml', 'type': 'tosca.artifacts.File'}}, {'beat_v6_config': {'file': 'configs/v6/metricbeat.yml', 'type': 'tosca.artifacts.File'}}]}}",0
"{'org.ystia.beats.linux.bash.nodes.PacketBeat': {'derived_from': 'org.ystia.beats.linux.bash.nodes.Beat', 'description': 'A PacketBeat ships information about network traffic', 'tags': {'icon': '/images/packet-icon.png'}, 'properties': {'repository': {'type': 'string', 'description': 'This property give the opportunity to specify an alternative download repository for this component artifacts.  It is your responsibility to provide an accessible download url and to store required artifacts on it. You should specify only the base repository url. Artifacts names will be appended to it, so this property could be shared among several components using the inputs feature.\n', 'required': True, 'default': 'https://artifacts.elastic.co/downloads/beats/packetbeat', 'constraints': [{'pattern': '^(http|https|ftp)://.+/.*$'}]}, 'device': {'type': 'string', 'default': 'any', 'description': 'Select the network interfaces to sniff the data. You can use the any keyword to sniff on all connected interfaces.'}}, 'interfaces': {'Standard': {'configure': {'inputs': {'DEVICE': {'get_property': ['SELF', 'device']}}, 'implementation': 'scripts/configure_packetbeat.sh'}}}, 'artifacts': [{'scripts': {'type': 'tosca.artifacts.File', 'file': 'scripts'}}, {'beat_v5_config': {'file': 'configs/v5/packetbeat.yml', 'type': 'tosca.artifacts.File'}}, {'beat_v6_config': {'file': 'configs/v6/packetbeat.yml', 'type': 'tosca.artifacts.File'}}]}}",0
"{'org.ystia.beats.linux.bash.nodes.HeartBeat': {'derived_from': 'org.ystia.beats.linux.bash.nodes.Beat', 'description': 'A HeartBeat ships information about running services', 'tags': {'icon': '/images/heartbeat-icon.png'}, 'properties': {'repository': {'type': 'string', 'description': 'This property give the opportunity to specify an alternative download repository for this component artifacts.  It is your responsibility to provide an accessible download url and to store required artifacts on it. You should specify only the base repository url. Artifacts names will be appended to it, so this property could be shared among several components using the inputs feature.\n', 'required': True, 'default': 'https://artifacts.elastic.co/downloads/beats/heartbeat', 'constraints': [{'pattern': '^(http|https|ftp)://.+/.*$'}]}, 'schedule': {'type': 'integer', 'default': 5, 'description': 'In seconds, defines how often to check services'}}, 'requirements': [{'connect_toComponent': {'capability': 'tosca.capabilities.Node', 'relationship': 'org.ystia.beats.linux.bash.relationships.ConnectsHeartBeatToComponent', 'occurrences': [0, 'UNBOUNDED']}}], 'interfaces': {'Standard': {'configure': {'inputs': {'SCHEDULE': {'get_property': ['SELF', 'schedule']}}, 'implementation': 'scripts/configure_heartbeat.sh'}}}, 'artifacts': [{'scripts': {'type': 'tosca.artifacts.File', 'file': 'scripts'}}, {'beat_v5_config': {'file': 'configs/v5/heartbeat.yml', 'type': 'tosca.artifacts.File'}}, {'beat_v6_config': {'file': 'configs/v6/heartbeat.yml', 'type': 'tosca.artifacts.File'}}]}}",0
